ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
116,3.488035,0.137931,2.697414,0.106667,0.194449
117,3.462495,0.145299,2.700746,0.113333,0.195674
118,3.437389,0.152542,2.704080,0.120000,0.196946
119,3.412705,0.159664,2.707413,0.126667,0.198197
120,3.388429,0.166667,2.710743,0.133333,0.199473
121,3.364557,0.173554,2.714076,0.140000,0.200751
122,3.341075,0.180328,2.717408,0.146667,0.201955
123,3.317977,0.186992,2.720741,0.153333,0.203362
124,3.295250,0.193548,2.724073,0.160000,0.204631
125,3.272887,0.200000,2.727406,0.166667,0.205859
126,3.250880,0.206349,2.730739,0.173333,0.207175
127,3.229218,0.212598,2.734071,0.180000,0.208336
128,3.207895,0.218750,2.737403,0.186667,0.210493
129,3.186902,0.224806,2.740736,0.193333,0.211735
130,3.166233,0.230769,2.744069,0.200000,0.213014
131,3.145880,0.236641,2.747402,0.206667,0.214230
132,3.125835,0.242424,2.750735,0.213333,0.215425
133,3.106091,0.248120,2.754068,0.220000,0.216606
134,3.086642,0.253731,2.757400,0.226667,0.218931
135,3.067480,0.259259,2.760732,0.233333,0.220240
136,3.048601,0.264706,2.764065,0.240000,0.221476
137,3.029998,0.270073,2.767398,0.246667,0.222819
138,3.011664,0.275362,2.770731,0.253333,0.225898
139,2.993593,0.280576,2.774063,0.260000,0.228342
140,2.975781,0.285714,2.777396,0.266667,0.229650
141,2.958222,0.290780,2.780729,0.273333,0.231022
142,2.940910,0.295775,2.784062,0.280000,0.232668
143,2.923839,0.300699,2.787394,0.286667,0.233887
144,2.907007,0.305556,2.790727,0.293333,0.235262
145,2.890406,0.310345,2.794060,0.300000,0.236633
146,2.874033,0.315068,2.797392,0.306667,0.237941
147,2.857882,0.319728,2.800724,0.313333,0.239636
148,2.841949,0.324324,2.804057,0.320000,0.241623
149,2.826231,0.328859,2.807390,0.326667,0.243043
150,2.810722,0.333333,2.810722,0.333333,0.244241
151,2.795415,0.331126,0.499614,0.333333,0.245511
152,2.780306,0.328947,0.499613,0.333333,0.248877
153,2.765394,0.326797,0.499613,0.333333,0.251456
154,2.750676,0.324675,0.499613,0.333333,0.252771
155,2.736152,0.322581,0.499613,0.333333,0.254246
156,2.721817,0.320513,0.499613,0.333333,0.255458
157,2.707659,0.318471,0.499612,0.333333,0.256607
158,2.693683,0.316456,0.499612,0.333333,0.258008
159,2.679874,0.314465,0.499612,0.333333,0.259422
160,2.666244,0.312500,0.499611,0.333333,0.260787
161,2.652787,0.310559,0.499611,0.333333,0.262013
162,2.639494,0.308642,0.499611,0.333333,0.263279
163,2.626360,0.306748,0.499611,0.333333,0.264466
164,2.613381,0.304878,0.499610,0.333333,0.265673
165,2.600571,0.303030,0.499610,0.333333,0.273249
166,2.587917,0.301205,0.499610,0.333333,0.279041
167,2.575412,0.299401,0.499610,0.333333,0.284846
168,2.563055,0.297619,0.499610,0.333333,0.287818
169,2.550846,0.295858,0.499610,0.333333,0.290650
170,2.538780,0.294118,0.499610,0.333333,0.293502
171,2.526855,0.292398,0.499609,0.333333,0.294991
172,2.515069,0.290698,0.499609,0.333333,0.296279
173,2.503416,0.289017,0.499609,0.333333,0.297640
174,2.491898,0.287356,0.499609,0.333333,0.298878
175,2.480513,0.285714,0.499609,0.333333,0.300056
176,2.469254,0.284091,0.499608,0.333333,0.301303
177,2.458125,0.282486,0.499608,0.333333,0.303531
178,2.447121,0.280899,0.499608,0.333333,0.304822
179,2.436240,0.279330,0.499608,0.333333,0.307396
180,2.425478,0.277778,0.499608,0.333333,0.308633
181,2.414834,0.276243,0.499607,0.333333,0.309852
182,2.404310,0.274725,0.499607,0.333333,0.311195
183,2.393903,0.273224,0.499607,0.333333,0.312485
184,2.383609,0.271739,0.499607,0.333333,0.313721
185,2.373422,0.270270,0.499607,0.333333,0.317128
186,2.363344,0.268817,0.499606,0.333333,0.318556
187,2.353377,0.267380,0.499606,0.333333,0.319933
188,2.343513,0.265957,0.499606,0.333333,0.321133
189,2.333750,0.264550,0.499606,0.333333,0.322810
190,2.324095,0.263158,0.499605,0.333333,0.324007
191,2.314541,0.261780,0.499605,0.333333,0.325367
192,2.305070,0.260417,0.499604,0.333333,0.326800
193,2.295710,0.259067,0.499604,0.333333,0.328201
194,2.286451,0.257732,0.499604,0.333333,0.329475
195,2.277288,0.256410,0.499604,0.333333,0.330804
196,2.268214,0.255102,0.499603,0.333333,0.332152
197,2.259236,0.253807,0.499603,0.333333,0.334165
198,2.250345,0.252525,0.499603,0.333333,0.335920
199,2.241548,0.251256,0.499603,0.333333,0.337269
200,2.232836,0.250000,0.499603,0.333333,0.338539
201,2.224215,0.248756,0.499603,0.333333,0.342495
202,2.215679,0.247525,0.499602,0.333333,0.343999
203,2.207227,0.246305,0.499602,0.333333,0.345897
204,2.198856,0.245098,0.499602,0.333333,0.347402
205,2.190568,0.243902,0.499602,0.333333,0.348611
206,2.182361,0.242718,0.499602,0.333333,0.349800
207,2.174233,0.241546,0.499602,0.333333,0.351063
208,2.166179,0.240385,0.499602,0.333333,0.352240
209,2.158207,0.239234,0.499602,0.333333,0.353436
210,2.150309,0.238095,0.499602,0.333333,0.354955
211,2.142482,0.236967,0.499602,0.333333,0.356157
212,2.134733,0.235849,0.499602,0.333333,0.357372
213,2.127057,0.234742,0.499602,0.333333,0.358914
214,2.119453,0.233645,0.499601,0.333333,0.360096
215,2.111919,0.232558,0.499601,0.333333,0.361321
216,2.104457,0.231481,0.499601,0.333333,0.362763
217,2.097062,0.230415,0.499601,0.333333,0.364785
218,2.089735,0.229358,0.499601,0.333333,0.366032
219,2.082475,0.228311,0.499601,0.333333,0.367563
220,2.075280,0.227273,0.499601,0.333333,0.368769
221,2.068152,0.226244,0.499601,0.333333,0.369973
222,2.061087,0.225225,0.499601,0.333333,0.371469
223,2.054086,0.224215,0.499601,0.333333,0.372735
224,2.047148,0.223214,0.499601,0.333333,0.374298
225,2.040271,0.222222,0.499601,0.333333,0.375553
226,2.033455,0.221239,0.499601,0.333333,0.376774
227,2.026700,0.220264,0.499601,0.333333,0.377983
228,2.020003,0.219298,0.499601,0.333333,0.379614
229,2.013365,0.218341,0.499601,0.333333,0.382731
230,2.006783,0.217391,0.499601,0.333333,0.384431
231,2.000258,0.216450,0.499601,0.333333,0.386003
232,1.993790,0.215517,0.499600,0.333333,0.387349
233,1.987377,0.214592,0.499600,0.333333,0.388560
234,1.981021,0.213675,0.499600,0.333333,0.389793
235,1.974718,0.212766,0.499600,0.333333,0.391158
236,1.968469,0.211864,0.499600,0.333333,0.392399
237,1.962272,0.210970,0.499600,0.333333,0.393974
238,1.956127,0.210084,0.499600,0.333333,0.395240
239,1.950034,0.209205,0.499600,0.333333,0.397328
240,1.943991,0.208333,0.499600,0.333333,0.398753
241,1.937998,0.207469,0.499600,0.333333,0.399964
242,1.932055,0.206612,0.499600,0.333333,0.401152
243,1.926161,0.205761,0.499600,0.333333,0.403051
244,1.920312,0.204918,0.499600,0.333333,0.406715
245,1.914514,0.204082,0.499600,0.333333,0.408536
246,1.908763,0.203252,0.499600,0.333333,0.410039
247,1.903059,0.202429,0.499600,0.333333,0.411501
248,1.897401,0.201613,0.499600,0.333333,0.412854
249,1.891785,0.200803,0.499599,0.333333,0.414038
250,1.886217,0.200000,0.499599,0.333333,0.415308
251,1.880694,0.203187,0.499599,0.333333,0.416535
252,1.875214,0.206349,0.499599,0.333333,0.417731
253,1.869778,0.209486,0.499599,0.333333,0.419074
254,1.864385,0.212598,0.499599,0.333333,0.420377
255,1.859034,0.215686,0.499599,0.333333,0.421735
256,1.853726,0.218750,0.499599,0.333333,0.423222
257,1.848455,0.221790,0.499599,0.333333,0.424471
258,1.843228,0.224806,0.499599,0.333333,0.425689
259,1.838042,0.227799,0.499599,0.333333,0.427868
260,1.832895,0.230769,0.499599,0.333333,0.429101
261,1.827788,0.233716,0.499599,0.333333,0.430530
262,1.822720,0.236641,0.499599,0.333333,0.431782
263,1.817690,0.239544,0.499599,0.333333,0.433124
264,1.812697,0.242424,0.499599,0.333333,0.434747
265,1.807743,0.245283,0.499599,0.333333,0.436706
266,1.802826,0.248120,0.499599,0.333333,0.438077
267,1.797947,0.250936,0.499599,0.333333,0.439604
268,1.793103,0.253731,0.499599,0.333333,0.440814
269,1.788296,0.256506,0.499599,0.333333,0.442160
270,1.783523,0.259259,0.499598,0.333333,0.446576
271,1.778787,0.261993,0.499598,0.333333,0.447921
272,1.774084,0.264706,0.499598,0.333333,0.449145
273,1.769417,0.267399,0.499598,0.333333,0.451024
274,1.764784,0.270073,0.499598,0.333333,0.452255
