ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
153,0.999946,0.326797,0.999948,0.333333,0.065967
154,0.999946,0.324675,0.999948,0.333333,0.067100
155,0.999945,0.322581,0.999948,0.333333,0.070594
156,0.999946,0.320513,0.999948,0.333333,0.070953
157,0.999945,0.318471,0.999948,0.333333,0.071281
158,0.999945,0.316456,0.999948,0.333333,0.071599
159,0.999943,0.314465,0.999948,0.333333,0.072024
160,0.999943,0.312500,0.999948,0.333333,0.072348
161,0.999943,0.310559,0.999948,0.333333,0.072660
162,0.999943,0.308642,0.999948,0.333333,0.072973
163,0.999942,0.306748,0.999948,0.333333,0.073320
164,0.999939,0.304878,0.999948,0.333333,0.073800
165,0.999939,0.303030,0.999948,0.333333,0.074133
166,0.999940,0.301205,0.999948,0.333333,0.074469
167,0.999940,0.299401,0.999948,0.333333,0.074802
168,0.999940,0.297619,0.999948,0.333333,0.075119
169,0.999940,0.295858,0.999948,0.333333,0.075434
170,0.999940,0.294118,0.999948,0.333333,0.075754
171,0.999940,0.292398,0.999948,0.333333,0.076088
172,0.999940,0.290698,0.999948,0.333333,0.076411
173,0.999940,0.289017,0.999948,0.333333,0.076766
174,0.999940,0.287356,0.999948,0.333333,0.077092
175,0.999940,0.285714,0.999948,0.333333,0.078123
176,0.999939,0.284091,0.999948,0.333333,0.078453
177,0.999939,0.282486,0.999948,0.333333,0.078766
178,0.999939,0.280899,0.999948,0.333333,0.079090
179,0.999939,0.279330,0.999948,0.333333,0.079418
180,0.999939,0.277778,0.999948,0.333333,0.079810
181,0.999938,0.276243,0.999948,0.333333,0.080175
182,0.999938,0.274725,0.999948,0.333333,0.080561
183,0.999938,0.273224,0.999948,0.333333,0.080911
184,0.999939,0.271739,0.999948,0.333333,0.081261
185,0.999938,0.270270,0.999948,0.333333,0.081752
186,0.999937,0.268817,0.999948,0.333333,0.082075
187,0.999937,0.267380,0.999948,0.333333,0.082393
188,0.999937,0.265957,0.999948,0.333333,0.082707
189,0.999936,0.264550,0.999948,0.333333,0.083022
190,0.999935,0.263158,0.999948,0.333333,0.083355
191,0.999935,0.261780,0.999948,0.333333,0.083673
192,0.999931,0.260417,0.999948,0.333333,0.083986
193,0.999931,0.259067,0.999948,0.333333,0.084326
194,0.999931,0.257732,0.999948,0.333333,0.084642
195,0.999931,0.256410,0.999948,0.333333,0.084970
196,0.999930,0.255102,0.999948,0.333333,0.085299
197,0.999930,0.253807,0.999948,0.333333,0.085644
198,0.999930,0.252525,0.999948,0.333333,0.085976
199,0.999930,0.251256,0.999948,0.333333,0.086301
200,0.999930,0.250000,0.999948,0.333333,0.086617
201,0.999930,0.248756,0.999948,0.333333,0.086943
202,0.999930,0.247525,0.999948,0.333333,0.087270
203,0.999931,0.246305,0.999948,0.333333,0.087608
204,0.999931,0.245098,0.999948,0.333333,0.087927
