ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
116,2.044373,0.094828,1.580981,0.073333,0.221642
117,2.029876,0.102564,1.583303,0.080000,0.224842
118,2.015651,0.110169,1.585646,0.086667,0.227671
119,2.001664,0.117647,1.587986,0.093333,0.229817
120,1.988017,0.125000,1.590414,0.100000,0.231184
121,1.974446,0.132231,1.592720,0.106667,0.232382
122,1.961108,0.139344,1.595034,0.113333,0.233890
123,1.947962,0.146341,1.597329,0.120000,0.235135
124,1.935032,0.153226,1.599627,0.126667,0.236334
125,1.922302,0.160000,1.601918,0.133333,0.237675
126,1.909753,0.166667,1.604193,0.140000,0.238895
127,1.897407,0.173228,1.606471,0.146667,0.240140
128,1.885242,0.179688,1.608740,0.153333,0.241441
129,1.873273,0.186047,1.611015,0.160000,0.243921
130,1.861462,0.192308,1.613267,0.166667,0.245368
131,1.849833,0.198473,1.615521,0.173333,0.246574
132,1.838431,0.204545,1.617820,0.180000,0.247809
133,1.827156,0.210526,1.620079,0.186667,0.254661
134,1.816038,0.216418,1.622327,0.193333,0.256336
135,1.805110,0.222222,1.624599,0.200000,0.257987
136,1.794299,0.227941,1.626831,0.206667,0.259797
137,1.783678,0.233577,1.629093,0.213333,0.261866
138,1.773171,0.239130,1.631317,0.220000,0.263237
139,1.762810,0.244604,1.633537,0.226667,0.264424
140,1.752591,0.250000,1.635751,0.233333,0.266091
141,1.742522,0.255319,1.637971,0.240000,0.270281
142,1.732581,0.260563,1.640177,0.246667,0.271629
143,1.722799,0.265734,1.642401,0.253333,0.273515
144,1.713136,0.270833,1.644610,0.260000,0.276037
145,1.703611,0.275862,1.646824,0.266667,0.277347
146,1.694191,0.280822,1.649012,0.273333,0.278885
147,1.684932,0.285714,1.651233,0.280000,0.280071
148,1.675755,0.290541,1.653411,0.286667,0.281295
149,1.666723,0.295302,1.655611,0.293333,0.282573
150,1.657786,0.300000,1.657786,0.300000,0.283847
151,1.649273,0.298013,0.393162,0.300000,0.285217
152,1.640855,0.296053,0.392784,0.300000,0.286383
153,1.632542,0.294118,0.392506,0.300000,0.287555
154,1.624333,0.292208,0.392200,0.300000,0.288810
155,1.616242,0.290323,0.392053,0.300000,0.293112
156,1.608279,0.288462,0.391975,0.300000,0.296156
157,1.600372,0.286624,0.391790,0.300000,0.297626
158,1.592562,0.284810,0.391606,0.300000,0.299139
159,1.584850,0.283019,0.391310,0.300000,0.300370
160,1.577222,0.281250,0.391070,0.300000,0.301957
161,1.569710,0.279503,0.390977,0.300000,0.303178
162,1.562264,0.277778,0.390818,0.300000,0.304866
163,1.554905,0.276074,0.390584,0.300000,0.307181
164,1.547633,0.274390,0.390375,0.300000,0.308528
165,1.540503,0.272727,0.390351,0.300000,0.311478
166,1.533493,0.271084,0.390365,0.300000,0.313386
167,1.526504,0.269461,0.390316,0.300000,0.314691
168,1.519563,0.267857,0.390199,0.300000,0.316311
169,1.512720,0.266272,0.390130,0.300000,0.317566
170,1.505948,0.264706,0.390055,0.300000,0.318759
171,1.499232,0.263158,0.389918,0.300000,0.319984
172,1.492602,0.261628,0.389832,0.300000,0.321829
173,1.486039,0.260116,0.389736,0.300000,0.323059
174,1.479539,0.258621,0.389592,0.300000,0.324268
175,1.473111,0.257143,0.389454,0.300000,0.326985
176,1.466759,0.255682,0.389269,0.300000,0.328883
177,1.460469,0.254237,0.389151,0.300000,0.330097
178,1.454248,0.252809,0.389047,0.300000,0.331411
179,1.448091,0.251397,0.388934,0.300000,0.332674
180,1.441999,0.250000,0.388792,0.300000,0.333880
181,1.435973,0.248619,0.388641,0.300000,0.335086
182,1.430008,0.247253,0.388537,0.300000,0.337735
183,1.424142,0.245902,0.388484,0.300000,0.338939
184,1.418350,0.244565,0.388441,0.300000,0.340297
185,1.412570,0.243243,0.388297,0.300000,0.342810
186,1.406843,0.241935,0.388174,0.300000,0.346029
187,1.401178,0.240642,0.388081,0.300000,0.347429
188,1.395571,0.239362,0.387944,0.300000,0.348750
189,1.390026,0.238095,0.387804,0.300000,0.349946
190,1.384524,0.236842,0.387700,0.300000,0.353120
191,1.379079,0.235602,0.387606,0.300000,0.356041
192,1.373791,0.234375,0.387408,0.300000,0.357692
193,1.368451,0.233161,0.387293,0.300000,0.361621
194,1.363164,0.231959,0.387200,0.300000,0.362968
195,1.357941,0.230769,0.387123,0.300000,0.364166
196,1.352759,0.229592,0.386995,0.300000,0.365461
197,1.347635,0.228426,0.386916,0.300000,0.367569
198,1.342545,0.227273,0.386803,0.300000,0.369071
199,1.337513,0.226131,0.386720,0.300000,0.370510
200,1.332516,0.225000,0.386614,0.300000,0.371731
201,1.328226,0.223881,0.386589,0.300000,0.373103
202,1.323969,0.222772,0.386563,0.300000,0.374536
203,1.319744,0.221675,0.386534,0.300000,0.375803
204,1.315505,0.220588,0.386457,0.300000,0.379195
205,1.311333,0.219512,0.386411,0.300000,0.383838
206,1.307187,0.218447,0.386362,0.300000,0.385443
207,1.303115,0.217391,0.386327,0.300000,0.386613
208,1.299028,0.216346,0.386250,0.300000,0.387835
209,1.295004,0.215311,0.386198,0.300000,0.389221
210,1.290993,0.214286,0.386137,0.300000,0.390582
211,1.287025,0.213270,0.386033,0.300000,0.391876
212,1.283108,0.212264,0.385981,0.300000,0.393198
213,1.279211,0.211268,0.385883,0.300000,0.400169
214,1.275351,0.210280,0.385824,0.300000,0.403986
215,1.271529,0.209302,0.385762,0.300000,0.405604
216,1.267752,0.208333,0.385704,0.300000,0.406926
217,1.263987,0.207373,0.385645,0.300000,0.408542
218,1.260250,0.206422,0.385568,0.300000,0.409794
219,1.256542,0.205479,0.385470,0.300000,0.410993
220,1.252863,0.204545,0.385387,0.300000,0.412192
221,1.249237,0.203620,0.385329,0.300000,0.413672
222,1.245627,0.202703,0.385255,0.300000,0.414866
223,1.242035,0.201794,0.385168,0.300000,0.416051
