ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
243,0.147340,0.053498,0.143044,0.000000,0.109075
244,0.147317,0.053279,0.143012,0.000000,0.109364
245,0.147246,0.053061,0.142963,0.000000,0.109643
246,0.147213,0.052846,0.142946,0.000000,0.109927
247,0.147269,0.052632,0.142980,0.000000,0.110339
248,0.147246,0.052419,0.142947,0.000000,0.110760
249,0.147176,0.052209,0.142898,0.000000,0.111027
250,0.147144,0.052000,0.142881,0.000000,0.111315
251,0.147200,0.051793,0.142915,0.000000,0.111572
252,0.147177,0.051587,0.142882,0.000000,0.111821
253,0.147107,0.051383,0.142833,0.000000,0.112155
254,0.147075,0.051181,0.142815,0.000000,0.112406
255,0.147132,0.050980,0.142850,0.000000,0.112660
256,0.147109,0.050781,0.142817,0.000000,0.112911
257,0.147040,0.050584,0.142768,0.000000,0.113163
258,0.147008,0.050388,0.142750,0.000000,0.113413
259,0.147065,0.050193,0.142786,0.000000,0.113663
260,0.147042,0.050000,0.142752,0.000000,0.114078
261,0.146973,0.049808,0.142702,0.000000,0.114464
262,0.146942,0.049618,0.142684,0.000000,0.115129
263,0.146999,0.049430,0.142721,0.000000,0.115376
264,0.146976,0.049242,0.142688,0.000000,0.115623
265,0.146908,0.049057,0.142637,0.000000,0.115885
266,0.146877,0.048872,0.142618,0.000000,0.116136
267,0.146934,0.048689,0.142656,0.000000,0.116388
268,0.146911,0.048507,0.142623,0.000000,0.116679
269,0.146843,0.048327,0.142571,0.000000,0.116937
270,0.146813,0.048148,0.142552,0.000000,0.117197
271,0.146869,0.047970,0.142591,0.000000,0.117463
272,0.146847,0.047794,0.142557,0.000000,0.117739
273,0.146780,0.047619,0.142506,0.000000,0.119081
274,0.146750,0.047445,0.142486,0.000000,0.119418
275,0.146806,0.047273,0.142526,0.000000,0.119726
276,0.146784,0.047101,0.142492,0.000000,0.120013
277,0.146717,0.046931,0.142440,0.000000,0.120306
278,0.146688,0.046763,0.142420,0.000000,0.120575
279,0.146744,0.046595,0.142461,0.000000,0.120847
280,0.146721,0.046429,0.142427,0.000000,0.121117
281,0.146655,0.046263,0.142374,0.000000,0.121369
282,0.146626,0.046099,0.142354,0.000000,0.121621
283,0.146683,0.045936,0.142396,0.000000,0.121909
284,0.146660,0.045775,0.142361,0.000000,0.122212
285,0.146594,0.045614,0.142308,0.000000,0.122777
286,0.146566,0.045455,0.142287,0.000000,0.123067
287,0.146622,0.045296,0.142330,0.000000,0.123350
288,0.146599,0.045139,0.142295,0.000000,0.125256
289,0.146534,0.044983,0.142242,0.000000,0.126795
290,0.146506,0.044828,0.142221,0.000000,0.127063
291,0.146562,0.044674,0.142265,0.000000,0.127315
292,0.146540,0.044521,0.142230,0.000000,0.127568
293,0.146474,0.044369,0.142175,0.000000,0.127818
294,0.146446,0.044218,0.142154,0.000000,0.128466
295,0.146503,0.044068,0.142199,0.000000,0.128734
296,0.146480,0.043919,0.142163,0.000000,0.128984
297,0.146416,0.043771,0.142109,0.000000,0.129236
